full_name,name,prefix,diameter,BV,UB,IR,spec_B,spec_T
"   438 Zeuxo (1898 DU)",Zeuxo,,58.871,.611,.200,,,F:
"   439 Ohio (1898 EB)",Ohio,,70.421,.720,.217,,,X:
"   440 Theodora (1898 EC)",Theodora,,13.600,,,,,
"   441 Bathilde (1898 ED)",Bathilde,,65.131,.701,.250,,Xk,M
"   442 Eichsfeldia (1899 EE)",Eichsfeldia,,62.171,.692,.331,,Ch,C
"   443 Photographica (1899 EF)",Photographica,,25.504,.902,.479,,Sl,S
"   444 Gyptis (1899 EL)",Gyptis,,159.331,.676,.293,,C,C
"   445 Edna (1899 EX)",Edna,,87.812,.684,.368,,,C
"   446 Aeternitas (1899 ER)",Aeternitas,,53.562,1.026,.615,,A,A
"   447 Valentine (1899 ES)",Valentine,,85.224,.778,.387,,,TD
"   448 Natalie (1899 ET)",Natalie,,50.534,.660,.303,,,C
"   449 Hamburga (1899 EU)",Hamburga,,85.59,.701,.378,,,C
"   450 Brigitta (1899 EV)",Brigitta,,37.038,.785,.475,,,CSU
"   451 Patientia (1899 EY)",Patientia,,253.900,.666,.310,,,CU
"   452 Hamiltonia (1899 FD)",Hamiltonia,,11.563,,,,,
"   453 Tea (1900 FA)",Tea,,23.985,,,,S,S
"   454 Mathesis (1900 FC)",Mathesis,,81.743,.662,.347,,,CB
"   455 Bruchsalia (1900 FG)",Bruchsalia,,88.792,.694,.311,,,CP
"   456 Abnoba (1900 FH)",Abnoba,,37.713,,,,S,
"   457 Alleghenia (1900 FJ)",Alleghenia,,18.739,,,,,
"   458 Hercynia (1900 FK)",Hercynia,,36.698,.885,.471,,L,S
"   459 Signe (1900 FM)",Signe,,25.784,.869,.453,,,S
"   460 Scania (1900 FN)",Scania,,19.689,,,,K,
"   461 Saskia (1900 FP)",Saskia,,43.603,.610,.310,,,FCX
"   462 Eriphyla (1900 FQ)",Eriphyla,,34.274,.834,.421,,S,S
"   463 Lola (1900 FS)",Lola,,20.908,.713,.294,,,X
"   464 Megaira (1901 FV)",Megaira,,77.056,.638,,,C,FXU:
"   465 Alekto (1901 FW)",Alekto,,73.34,,,,,
"   466 Tisiphone (1901 FX)",Tisiphone,,95.495,.659,.342,,,C
"   467 Laura (1901 FY)",Laura,,39.471,,,,,
"   468 Lina (1901 FZ)",Lina,,60.238,.660,.313,,,CPF
"   469 Argentina (1901 GE)",Argentina,,133.718,.655,.268,,,X
"   470 Kilia (1901 GJ)",Kilia,,27.750,.886,.466,,S,S
"   471 Papagena (1901 GN)",Papagena,,148.128,.828,.473,,S,S
"   472 Roma (1901 GP)",Roma,,50.278,.882,.473,,,S
"   473 Nolli (1901 GC)",Nolli,,12.394,,,,,
"   474 Prudentia (1901 GD)",Prudentia,,39.356,,,,,
"   475 Ocllo (1901 HN)",Ocllo,,24.741,.695,,,,X
"   476 Hedwig (1901 GQ)",Hedwig,,138.493,.716,.375,,X,P
"   477 Italia (1901 GR)",Italia,,22.988,.884,.469,,S,S
"   478 Tergeste (1901 GU)",Tergeste,,80.738,.850,.445,,L,S
"   479 Caprera (1901 HJ)",Caprera,,60.088,,,,C,
"   480 Hansa (1901 GL)",Hansa,,56.22,.854,.439,,,S
"   481 Emita (1902 HP)",Emita,,121.552,,,,Ch,C
"   482 Petrina (1902 HT)",Petrina,,45.751,.871,.455,,,S
"   483 Seppina (1902 HU)",Seppina,,66.858,.863,.410,,,S
"   484 Pittsburghia (1902 HX)",Pittsburghia,,30.060,.850,,,S,
"   485 Genua (1902 HZ)",Genua,,63.88,.848,.427,,S,
"   486 Cremona (1902 JB)",Cremona,,22.781,,,,,
"   487 Venetia (1902 JL)",Venetia,,59.046,.852,.424,,,S
"   488 Kreusa (1902 JG)",Kreusa,,168.117,.691,.368,,,C
"   489 Comacina (1902 JM)",Comacina,,139.39,.697,.369,,,C
"   490 Veritas (1902 JP)",Veritas,,118.803,.750,.390,,Ch,C
"   491 Carina (1902 JQ)",Carina,,91.176,,,,C,
"   492 Gismonda (1902 JR)",Gismonda,,53.418,,,,,
"   493 Griseldis (1902 JS)",Griseldis,,41.550,,,,,
"   494 Virtus (1902 JV)",Virtus,,100.786,.728,.373,,Ch,C
"   495 Eulalia (1902 KG)",Eulalia,,37.287,.690,.160,,,
"   496 Gryphia (1902 KH)",Gryphia,,14.403,.861,.507,,S,S
"   497 Iva (1902 KJ)",Iva,,40.932,.696,.245,,,M
"   498 Tokio (1902 KU)",Tokio,,81.83,.780,.375,,,M
"   499 Venusia (1902 KX)",Venusia,,77.328,.663,.291,,,P
"   500 Selinur (1903 LA)",Selinur,,40.828,,,,,
"   501 Urhixidur (1903 LB)",Urhixidur,,74.457,,,,,
"   502 Sigune (1903 LC)",Sigune,,15.805,.870,.495,,,S
"   503 Evelyn (1903 LF)",Evelyn,,81.68,.725,.315,,Ch,XC
"   504 Cora (1902 LK)",Cora,,30.438,,,,X,
"   505 Cava (1902 LL)",Cava,,115,.683,.235,,,FC
"   506 Marion (1903 LN)",Marion,,105.94,.718,.332,,,XC
"   507 Laodica (1903 LO)",Laodica,,45.170,,,,X,
"   508 Princetonia (1903 LQ)",Princetonia,,117.241,.732,.325,,,C
"   509 Iolanda (1903 LR)",Iolanda,,51.892,.827,.410,,S,S
"   510 Mabella (1903 LT)",Mabella,,60.450,.735,.300,,,PD
"   511 Davida (1903 LU)",Davida,,270.327,.717,.363,,C,C
"   512 Taurinensis (1903 LV)",Taurinensis,,23.09,.917,.525,,S,S
"   513 Centesima (1903 LY)",Centesima,,48.805,.807,.425,,K,S
"   514 Armida (1903 MB)",Armida,,120.093,.675,.255,,,XC
"   515 Athalia (1903 ME)",Athalia,,41.190,.875,.415,,Cb,I
"   516 Amherstia (1903 MG)",Amherstia,,65.144,.736,.265,,X,M
"   517 Edith (1903 MH)",Edith,,111.890,.711,.327,,,X
"   518 Halawe (1903 MO)",Halawe,,16.157,,,,,
"   519 Sylvania (1903 MP)",Sylvania,,40.078,.833,.357,,S,S
"   520 Franziska (1903 MV)",Franziska,,25.261,.738,,,,CGU
"   521 Brixia (1904 NB)",Brixia,,107.227,.712,.341,,Ch,C
"   522 Helga (1904 NC)",Helga,,101.22,.664,.243,,,X
"   523 Ada (1904 ND)",Ada,,31.89,,,,X,
"   524 Fidelio (1904 NN)",Fidelio,,65.527,.722,.316,,,XC
"   525 Adelaide (1908 EKa)",Adelaide,,9.326,.950,.560,,,SU
"   526 Jena (1904 NQ)",Jena,,44.840,.643,.367,,,B
"   527 Euryanthe (1904 NR)",Euryanthe,,52.627,,,,Cb,
"   528 Rezia (1904 NS)",Rezia,,91.966,,,,,
"   529 Preziosa (1904 NT)",Preziosa,,32.01,.796,.471,,,S
"   530 Turandot (1904 NV)",Turandot,,84.85,.664,.304,,,F
"   531 Zerlina (1904 NW)",Zerlina,,17.804,,,,B,
"   532 Herculina (1904 NY)",Herculina,,167.791,.857,.429,,S,S
"   533 Sara (1904 NZ)",Sara,,30.819,.871,.386,,S,S
"   534 Nassovia (1904 OA)",Nassovia,,32.333,.834,.390,,Sq,S
"   535 Montague (1904 OC)",Montague,,79.299,.752,.419,,,C
"   536 Merapi (1904 OF)",Merapi,,147.066,.694,.294,,,X
"   537 Pauly (1904 OG)",Pauly,,40.732,,,,,DU:
"   538 Friederike (1904 OK)",Friederike,,70.640,,,,,
"   539 Pamina (1904 OL)",Pamina,,68.356,,,,Ch,
"   540 Rosamunde (1904 ON)",Rosamunde,,19.152,.930,.500,,,S
"   541 Deborah (1904 OO)",Deborah,,60.147,,,,B,
"   542 Susanna (1904 OQ)",Susanna,,42.117,.795,.380,,,S
"   543 Charlotte (1904 OT)",Charlotte,,45.613,,,,Xe,
"   544 Jetta (1904 OU)",Jetta,,27.169,,,,,
"   545 Messalina (1904 OY)",Messalina,,112.631,.686,.343,,Cb,CD
"   546 Herodias (1904 PA)",Herodias,,65.945,.766,.375,,,TDG
"   547 Praxedis (1904 PB)",Praxedis,,52.462,.761,.254,,Xk,XD:
"   548 Kressida (1904 PC)",Kressida,,14.008,.882,.489,,,S
"   549 Jessonda (1904 PK)",Jessonda,,15.530,.827,.361,,,S
"   550 Senta (1904 PL)",Senta,,37.434,.850,.390,,,S
"   551 Ortrud (1904 PM)",Ortrud,,81.113,.673,.289,,C,XC
"   552 Sigelinde (1904 PO)",Sigelinde,,88.697,,,,,
"   553 Kundry (1904 PP)",Kundry,,9.010,,,,S,
"   554 Peraga (1905 PS)",Peraga,,95.87,.676,.342,,Ch,FC
"   555 Norma (1905 PT)",Norma,,31.040,,,,B,
"   556 Phyllis (1905 PW)",Phyllis,,36.279,.849,.410,,S,S
"   557 Violetta (1905 PY)",Violetta,,22.621,,,,,
"   558 Carmen (1905 QB)",Carmen,,54.811,.733,.278,,,M
"   559 Nanon (1905 QD)",Nanon,,79.82,.733,.379,,Xk,C
"   560 Delila (1905 QF)",Delila,,35.334,,,,B,
"   561 Ingwelde (1905 QG)",Ingwelde,,31.562,.745,,,,XCU
"   562 Salome (1905 QH)",Salome,,32.651,.794,.415,,,S
"   563 Suleika (1905 QK)",Suleika,,53.29,.887,.471,,Sl,S
"   564 Dudu (1905 QM)",Dudu,,52.010,.731,.312,,Xc,CDX:
"   565 Marbachia (1905 QN)",Marbachia,,27.332,.811,.422,,,S
"   566 Stereoskopia (1905 QO)",Stereoskopia,,167.381,.712,.291,,,C
"   567 Eleutheria (1905 QP)",Eleutheria,,93.41,.652,.309,,,CFB:
"   568 Cheruskia (1905 QS)",Cheruskia,,71.224,,,,,
"   569 Misa (1905 QT)",Misa,,72.95,.716,.335,,Cg,C
"   570 Kythera (1905 QX)",Kythera,,87.486,.775,.374,,T,ST
"   571 Dulcinea (1905 QZ)",Dulcinea,,11.696,.867,.437,,S,S
"   572 Rebekka (1905 RB)",Rebekka,,28.903,.691,.308,,C,XDC
"   573 Recha (1905 RC)",Recha,,47.582,,,,,
"   574 Reginhild (1905 RD)",Reginhild,,8.456,,,,,S
"   575 Renate (1905 RE)",Renate,,19.106,,,,,
"   576 Emanuela (1905 RF)",Emanuela,,74.378,,,,,
"   577 Rhea (1905 RH)",Rhea,,38.234,,,,,
"   578 Happelia (1905 RZ)",Happelia,,69.29,,,,Xc,
"   579 Sidonia (1905 SD)",Sidonia,,85.57,.818,.418,,K,S
"   580 Selene (1905 SE)",Selene,,48.204,,,,,
"   581 Tauntonia (1905 SH)",Tauntonia,,61.481,,,,Xk,
"   582 Olympia (1906 SO)",Olympia,,44.347,.891,.534,,,S
"   583 Klotilde (1905 SP)",Klotilde,,78.236,.664,.306,,,C
"   584 Semiramis (1906 SY)",Semiramis,,54.01,.916,.521,,Sl,S
"   585 Bilkis (1906 TA)",Bilkis,,49.761,.702,.320,,,C
"   586 Thekla (1906 TC)",Thekla,,95.203,.660,.372,,Ch,C:
"   587 Hypsipyle (1906 TF)",Hypsipyle,,11.022,,,,,
"   588 Achilles (1906 TG)",Achilles,,130.099,.755,.216,,,DU
"   589 Croatia (1906 TM)",Croatia,,93.617,.730,.368,,,CX
"   590 Tomyris (1906 TO)",Tomyris,,30.577,.817,.410,,,
"   591 Irmgard (1906 TP)",Irmgard,,51.86,.693,.299,,,X
"   592 Bathseba (1906 TS)",Bathseba,,43.787,,,,K,
"   593 Titania (1906 TT)",Titania,,70.145,.657,.314,,,C
"   594 Mireille (1906 TW)",Mireille,,9.23,.964,.588,,,
"   595 Polyxena (1906 TZ)",Polyxena,,90.647,,,,,
"   596 Scheila (1906 UA)",Scheila,,159.726,.714,.177,,T,PCD
"   597 Bandusia (1906 UB)",Bandusia,,36.06,,,,S,
"   598 Octavia (1906 UC)",Octavia,,78.237,.745,.377,,X,C:
"   599 Luisa (1906 UJ)",Luisa,,70.249,.879,.446,,K,S
"   600 Musa (1906 UM)",Musa,,25.115,.840,.440,,S,
"   601 Nerthus (1906 UN)",Nerthus,,75.535,.660,,,C,X
"   602 Marianna (1906 TE)",Marianna,,110.444,.692,.333,,,C
"   603 Timandra (1906 TJ)",Timandra,,13.73,,,,,
"   604 Tekmessa (1906 TK)",Tekmessa,,64.536,,,,Xc,
"   605 Juvisia (1906 UU)",Juvisia,,69.86,,,,,
"   606 Brangane (1906 VB)",Brangane,,35.758,.770,.391,,K,TSD
"   607 Jenny (1906 VC)",Jenny,,67.520,,,,,
"   608 Adolfine (1906 VD)",Adolfine,,20.365,,,,,
"   609 Fulvia (1906 VF)",Fulvia,,54.17,,,,,
"   610 Valeska (1906 VK)",Valeska,,19.153,,,,,
"   611 Valeria (1906 VL)",Valeria,,57.468,.817,.414,,L,S
"   612 Veronika (1906 VN)",Veronika,,38.767,,,,,
"   613 Ginevra (1906 VP)",Ginevra,,81.344,.692,.285,,,P
"   614 Pia (1906 VQ)",Pia,,29.191,,,,C,
"   615 Roswitha (1906 VR)",Roswitha,,48.626,.708,.315,,,CX
"   616 Elly (1906 VT)",Elly,,21.170,.889,.442,,,S
"   617 Patroclus (1906 VY)",Patroclus,,140.362,.677,.215,,,P
"   618 Elfriede (1906 VZ)",Elfriede,,131.292,.696,.317,,,C
"   619 Triberga (1906 WC)",Triberga,,29.051,.852,.477,,,S
"   620 Drakonia (1906 WE)",Drakonia,,11.385,.683,.237,,,E
"   621 Werdandi (1906 WJ)",Werdandi,,29.726,.650,.285,,,FCX:
"   622 Esther (1906 WP)",Esther,,21.874,.814,.445,,S,S
"   623 Chimaera (1907 XJ)",Chimaera,,44.09,.714,.324,,,XC
"   624 Hektor (1907 XM)",Hektor,,225,.776,.249,,,D
"   625 Xenia (1907 XN)",Xenia,,28.287,,,,Sa,
"   626 Notburga (1907 XO)",Notburga,,73.236,.705,.332,,Xc,CX
"   627 Charis (1907 XS)",Charis,,38.018,.680,.261,,X,XB:
"   628 Christine (1907 XT)",Christine,,48.239,.813,.321,,,SD
"   629 Bernardina (1907 XU)",Bernardina,,35.087,,,,X,
"   630 Euphemia (1907 XW)",Euphemia,,15.542,,,,,
"   631 Philippina (1907 YJ)",Philippina,,50.491,.864,.439,,S,S
"   632 Pyrrha (1907 YX)",Pyrrha,,14.419,,,,,
"   633 Zelima (1907 ZM)",Zelima,,33.387,.765,.445,,S,S
"   634 Ute (1907 ZN)",Ute,,74.017,,,,X,
"   635 Vundtia (1907 ZS)",Vundtia,,94.415,.675,.336,,,C
"   636 Erika (1907 XP)",Erika,,73.147,,,,,
"   637 Chrysothemis (1907 YE)",Chrysothemis,,24.194,,,,,
"   638 Moira (1907 ZQ)",Moira,,59.594,,,,Ch,
"   639 Latona (1907 ZT)",Latona,,78.509,.836,.477,,,S
"   640 Brambilla (1907 ZW)",Brambilla,,62.667,.753,.465,,,G
"   641 Agnes (1907 ZX)",Agnes,,9.446,,,,,
"   642 Clara (1907 ZY)",Clara,,33.36,.897,.417,,L,S
"   643 Scheherezade (1907 ZZ)",Scheherezade,,64.997,.719,.302,,,P
"   644 Cosima (1907 AA)",Cosima,,17.016,.816,.413,,,S
"   645 Agrippina (1907 AG)",Agrippina,,28.916,.871,.412,,,S
"   646 Kastalia (1907 AC)",Kastalia,,8.153,,,,,
"   647 Adelgunde (1907 AD)",Adelgunde,,9.725,.719,.297,,,X
"   648 Pippa (1907 AE)",Pippa,,68.27,.676,.278,,,XC
"   649 Josefa (1907 AF)",Josefa,,7.726,,,,Sq,
"   650 Amalasuntha (1907 AM)",Amalasuntha,,18.609,,,,,
"   651 Antikleia (1907 AN)",Antikleia,,31.895,.847,.489,,,S
"   652 Jubilatrix (1907 AU)",Jubilatrix,,15.595,,,,,
"   653 Berenike (1907 BK)",Berenike,,49.793,.833,.424,,K,S
"   654 Zelinda (1908 BM)",Zelinda,,160.736,.698,.328,,Ch,C
"   655 Briseis (1907 BF)",Briseis,,29.057,,,,,
"   656 Beagle (1908 BU)",Beagle,,62.604,,,,,
"   657 Gunlod (1908 BV)",Gunlod,,39.401,,,,,
"   658 Asteria (1908 BW)",Asteria,,21.894,.870,.360,,,S
"   659 Nestor (1908 CS)",Nestor,,112.320,.719,.249,,,XC
"   660 Crescentia (1908 CC)",Crescentia,,42.302,.860,.475,,,S
"   661 Cloelia (1908 CL)",Cloelia,,40.081,.793,.395,,K,S
"   662 Newtonia (1908 CW)",Newtonia,,22.127,,,,,
"   663 Gerlinde (1908 DG)",Gerlinde,,107.795,.677,.308,,,X
"   664 Judith (1908 DH)",Judith,,85.214,.695,.238,,,XC
"   665 Sabine (1908 DK)",Sabine,,51.09,,,,,
"   666 Desdemona (1908 DM)",Desdemona,,32.741,,,,,
"   667 Denise (1908 DN)",Denise,,82.986,,,,,
"   668 Dora (1908 DO)",Dora,,23.300,,,,Ch,
"   669 Kypria (1908 DQ)",Kypria,,29.227,.820,.470,,,S
"   670 Ottegebe (1908 DR)",Ottegebe,,35.886,,,,S,
"   671 Carnegia (1908 DV)",Carnegia,,60.604,,,,Xk,
"   672 Astarte (1908 DY)",Astarte,,30.454,,,,,
"   673 Edda (1908 EA)",Edda,,37.622,.782,.427,,S,S
"   674 Rachele (1908 EP)",Rachele,,96.171,.840,.415,,S,S
"   675 Ludmilla (1908 DU)",Ludmilla,,76,.847,.444,,S,S
"   676 Melitta (1909 FN)",Melitta,,78.369,,,,,XC
"   677 Aaltje (1909 FR)",Aaltje,,32.403,,,,Sl,
"   678 Fredegundis (1909 FS)",Fredegundis,,39.585,,,,X,
"   679 Pax (1909 FY)",Pax,,63.909,.857,.447,,K,I
"   680 Genoveva (1909 GW)",Genoveva,,83.92,.689,.271,,,XC
"   681 Gorgo (1909 GZ)",Gorgo,,20.390,,,,,
"   682 Hagar (1909 HA)",Hagar,,,,,,,
"   683 Lanzia (1909 HC)",Lanzia,,83.04,.689,.305,,,
"   684 Hildburg (1909 HD)",Hildburg,,19.040,.960,.500,,,
"   685 Hermia (1909 HE)",Hermia,,10.95,,,,,
"   686 Gersuind (1909 HF)",Gersuind,,55.258,.839,.424,,,S
"   687 Tinette (1909 HG)",Tinette,,21.533,.681,.259,,X,X
"   688 Melanie (1909 HH)",Melanie,,41.614,.760,,,C,
"   689 Zita (1909 HJ)",Zita,,15.621,.710,.306,,,CX:
"   690 Wratislavia (1909 HZ)",Wratislavia,,134.65,.675,.316,,,CPF
"   691 Lehigh (1909 JG)",Lehigh,,79.451,.743,.340,,,CD:
"   692 Hippodamia (1901 HD)",Hippodamia,,42.771,.860,.435,,,S
"   693 Zerbinetta (1909 HN)",Zerbinetta,,82.114,.776,.411,,,ST
"   694 Ekard (1909 JA)",Ekard,,121.891,.712,.347,,,CP:
"   695 Bella (1909 JB)",Bella,,40.620,.871,.408,,,S
"   696 Leonora (1910 JJ)",Leonora,,81.580,,,,,XC
"   697 Galilea (1910 JO)",Galilea,,80.14,.735,.391,,,C:
"   698 Ernestina (1910 JX)",Ernestina,,27.037,,,,,
"   699 Hela (1910 KD)",Hela,,,.854,.386,,Sq,S
"   700 Auravictrix (1910 KE)",Auravictrix,,16.421,,,,,
"   701 Oriola (1910 KN)",Oriola,,42.943,.660,.296,,,C
"   702 Alauda (1910 KQ)",Alauda,,190.980,.665,.316,,B,C
"   703 Noemi (1910 KT)",Noemi,,7.250,,,,,
"   704 Interamnia (1910 KU)",Interamnia,,306.313,.645,.259,,B,F
"   705 Erminia (1910 KV)",Erminia,,132.261,.696,.288,,C,X
"   706 Hirundo (1910 KX)",Hirundo,,30.819,,,,Cgh,
"   707 Steina (1910 LD)",Steina,,9.003,,,,,
"   708 Raphaela (1911 LJ)",Raphaela,,21.43,.880,.376,,,S
"   709 Fringilla (1911 LK)",Fringilla,,95.173,.715,.326,,,X
"   710 Gertrud (1911 LM)",Gertrud,,29.208,,,,,
"   711 Marmulla (1911 LN)",Marmulla,,9.026,,,,,
"   712 Boliviana (1911 LO)",Boliviana,,112.818,.743,.353,,X,C
"   713 Luscinia (1911 LS)",Luscinia,,97.968,.663,.281,,C,C
"   714 Ulula (1911 LW)",Ulula,,41.343,.884,.454,,,S
"   715 Transvaalia (1911 LX)",Transvaalia,,25.458,,,,X,
"   716 Berkeley (1911 MD)",Berkeley,,19.768,.860,.351,,S,S
"   717 Wisibada (1911 MJ)",Wisibada,,27.656,.701,.242,,,DX:
"   718 Erida (1911 MS)",Erida,,70.911,,,,X,
"   719 Albert (1911 MT)",Albert,,,,,,S,
"   720 Bohlinia (1911 MW)",Bohlinia,,33.73,.806,.440,,Sq,S
"   721 Tabora (1911 MZ)",Tabora,,74.791,.782,.240,,,D
"   722 Frieda (1911 NA)",Frieda,,8.257,,,,,
"   723 Hammonia (1911 NB)",Hammonia,,23.456,,,,C,
"   724 Hapag (1911 NC)",Hapag,,9.492,,,,,
"   725 Amanda (1911 ND)",Amanda,,23.687,.738,.417,,,CSU
"   726 Joella (1911 NM)",Joella,,44.02,,,,,
"   727 Nipponia (1912 NT)",Nipponia,,32.17,.801,.273,,,DT
"   728 Leonisis (1912 NU)",Leonisis,,5.887,,,,,
"   729 Watsonia (1912 OD)",Watsonia,,50.025,.780,.375,,L,STGD
"   730 Athanasia (1912 OK)",Athanasia,,,,,,,
"   731 Sorga (1912 OQ)",Sorga,,34.597,.691,.312,,Xe,CD
"   732 Tjilaki (1912 OR)",Tjilaki,,29.791,,,,,
"   733 Mocia (1912 PF)",Mocia,,98.493,.704,.281,,,CF
"   734 Benda (1912 PH)",Benda,,67.318,,,,,
"   735 Marghanna (1912 PY)",Marghanna,,67.976,.705,.318,,Ch,C
"   736 Harvard (1912 PZ)",Harvard,,17.111,.900,.510,,,S
"   737 Arequipa (1912 QB)",Arequipa,,47.804,.832,.208,,S,S
"   738 Alagasta (1913 QO)",Alagasta,,62.79,.763,,,,CGSU
"   739 Mandeville (1913 QR)",Mandeville,,104.517,.720,.312,,X,X
"   740 Cantabia (1913 QS)",Cantabia,,90.90,.708,.324,,,CX
"   741 Botolphia (1913 QT)",Botolphia,,29.64,,,,X,X
"   742 Edisona (1913 QU)",Edisona,,47.087,.842,.405,,K,S
"   743 Eugenisis (1913 QV)",Eugenisis,,51.072,,,,Ch,
"   744 Aguntina (1913 QW)",Aguntina,,58.636,.657,.161,,,FX:
"   745 Mauritia (1913 QX)",Mauritia,,24.711,,,,,
"   746 Marlu (1913 QY)",Marlu,,74.274,.726,.283,,,P
"   747 Winchester (1913 QZ)",Winchester,,171.71,.713,.317,,C,PC
"   748 Simeisa (1913 RD)",Simeisa,,103.725,.694,.206,,,P
"   749 Malzovia (1913 RF)",Malzovia,,11.065,.857,.504,,S,S
"   750 Oskar (1913 RG)",Oskar,,22.526,.603,.220,,,F
"   751 Faina (1913 RK)",Faina,,113.699,.685,.376,,Ch,C
"   752 Sulamitis (1913 RL)",Sulamitis,,60.171,,,,,
"   753 Tiflis (1913 RM)",Tiflis,,20.922,.936,.491,,L,S
"   754 Malabar (1906 UT)",Malabar,,94.522,.695,.335,,Ch,XC
"   755 Quintilla (1908 CZ)",Quintilla,,41.210,.688,.220,,,M
"   756 Lilliana (1908 DC)",Lilliana,,64.837,,,,,
"   757 Portlandia (1908 EJ)",Portlandia,,32.894,.674,.242,,Xk,XF
"   758 Mancunia (1912 PE)",Mancunia,,88.985,.745,.418,,,X
"   759 Vinifera (1913 SJ)",Vinifera,,52.926,,,,X,
"   760 Massinga (1913 SL)",Massinga,,71.29,.947,.557,,,SU
"   761 Brendelia (1913 SO)",Brendelia,,20.763,.758,.412,,,SC
"   762 Pulcova (1913 SQ)",Pulcova,,147.343,.658,.345,,,F
"   763 Cupido (1913 ST)",Cupido,,7.005,,,,,
"   764 Gedania (1913 SU)",Gedania,,58.28,.737,.400,,,C
"   765 Mattiaca (1913 SV)",Mattiaca,,7.991,,,,,
"   766 Moguntia (1913 SW)",Moguntia,,41.044,.802,.380,,,MU
"   767 Bondia (1913 SX)",Bondia,,43.039,,,,B,
"   768 Struveana (1913 SZ)",Struveana,,32.597,.717,.242,,,X
"   769 Tatjana (1913 TA)",Tatjana,,96.720,,,,,
"   770 Bali (1913 TE)",Bali,,16.388,.900,.557,,,S
"   771 Libera (1913 TO)",Libera,,29.322,.687,.300,,X,X
"   772 Tanete (1913 TR)",Tanete,,126.473,.671,.342,,,C
"   773 Irmintraud (1913 TV)",Irmintraud,,91.672,.706,.284,,T,D
"   774 Armor (1913 TW)",Armor,,50.214,,,,,
"   775 Lumiere (1914 TX)",Lumiere,,31.958,.818,.432,,,S
"   776 Berbericia (1914 TY)",Berbericia,,151.711,.724,.390,,Cgh,C
"   777 Gutemberga (1914 TZ)",Gutemberga,,71.749,,,,,
"   778 Theobalda (1914 UA)",Theobalda,,55.317,.617,.256,,,F
"   779 Nina (1914 UB)",Nina,,80.572,,,,X,
"   780 Armenia (1914 UC)",Armenia,,126.263,,,,,
"   781 Kartvelia (1914 UF)",Kartvelia,,72.927,,,,Xc,CPU:
"   782 Montefiore (1914 UK)",Montefiore,,14.158,,,,Sl,S
"   783 Nora (1914 UL)",Nora,,38.719,,,,C,
"   784 Pickeringia (1914 UM)",Pickeringia,,75.596,,,,C,
"   785 Zwetana (1914 UN)",Zwetana,,49.460,.645,.166,,Cb,M
"   786 Bredichina (1914 UO)",Bredichina,,108.309,.692,.254,,,C
"   787 Moskva (1914 UQ)",Moskva,,27.927,,,,,
"   788 Hohensteina (1914 UR)",Hohensteina,,111.295,,,,,
"   789 Lena (1914 UU)",Lena,,22.483,,,,X,
"   790 Pretoria (1912 NW)",Pretoria,,170.37,.706,.309,,,P
"   791 Ani (1914 UV)",Ani,,116.865,.708,.282,,,C
"   792 Metcalfia (1907 ZC)",Metcalfia,,61.804,.708,.213,,X,
"   793 Arizona (1907 ZD)",Arizona,,26.636,.822,,,S,DU:
"   794 Irenaea (1914 VB)",Irenaea,,35.703,,,,,
"   795 Fini (1914 VE)",Fini,,85.263,,,,C,
"   796 Sarita (1914 VH)",Sarita,,43.580,.715,.248,,X,XD
"   797 Montana (1914 VR)",Montana,,21.197,.887,.505,,S,S
"   798 Ruth (1914 VT)",Ruth,,43.19,.797,.407,,,M
"   799 Gudula (1915 WO)",Gudula,,47.185,,,,,
"   800 Kressmannia (1915 WP)",Kressmannia,,15.429,.923,.515,,,S
"   801 Helwerthia (1915 WQ)",Helwerthia,,32.404,.727,.273,,,XC
"   802 Epyaxa (1915 WR)",Epyaxa,,7.423,,,,,
"   803 Picka (1915 WS)",Picka,,46.50,,,,,
"   804 Hispania (1915 WT)",Hispania,,137.952,.727,.390,,C,PC
"   805 Hormuthia (1915 WW)",Hormuthia,,73.095,.700,.277,,,CX
"   806 Gyldenia (1915 WX)",Gyldenia,,83.103,,,,,
"   807 Ceraskia (1915 WY)",Ceraskia,,21.241,.845,.447,,,S
"   808 Merxia (1901 GY)",Merxia,,30.923,,,,Sq,
"   809 Lundia (1915 XP)",Lundia,,9.450,,,,,
"   810 Atossa (1915 XQ)",Atossa,,8.104,,,,,
"   811 Nauheima (1915 XR)",Nauheima,,16.105,.865,.447,,,S
"   812 Adele (1915 XV)",Adele,,12.356,,,,,
"   813 Baumeia (1915 YR)",Baumeia,,11.719,,,,,
"   814 Tauris (1916 YT)",Tauris,,102.229,.701,.316,,C,C
"   815 Coppelia (1916 YU)",Coppelia,,16.869,,,,Xe,
"   816 Juliana (1916 YV)",Juliana,,50.745,,,,,
"   817 Annika (1916 YW)",Annika,,22.891,,,,,
"   818 Kapteynia (1916 YZ)",Kapteynia,,64.255,,,,,
"   819 Barnardiana (1916 ZA)",Barnardiana,,8.917,,,,S,
"   820 Adriana (1916 ZB)",Adriana,,58.65,,,,,
"   821 Fanny (1916 ZC)",Fanny,,28.856,.706,.321,,Ch,C
"   822 Lalage (1916 ZD)",Lalage,,8.243,.766,,,,DXCU
"   823 Sisigambis (1916 ZG)",Sisigambis,,14.719,,,,,
"   824 Anastasia (1916 ZH)",Anastasia,,32.457,.848,.410,,L,S
